ID,PredictedProb
413,0.569178
414,0.653724
416,0.786807
418,0.840261
419,0.878343
420,0.709771
422,0.964062
423,0.76551
427,0.666353
429,0.962327
430,0.545284
431,0.733781
432,0.639318
433,0.892077
434,0.0787469
436,0.711316
437,0.881336
451,0.630836
452,0.780506
454,0.814563
457,0.86644
458,0.850683
460,0.578286
461,0.936865
462,0.698963
463,0.862689
465,0.936932
467,0.847794
473,0.906356
474,0.876684
480,0.112196
481,0.797124
483,0.869487
484,0.56583
485,0.559109
487,0.839107
490,0.907819
491,0.825094
492,0.545914
496,0.829784
497,0.606126
498,0.639688
499,0.813968
501,0.748567
502,0.907979
503,0.84712
506,0.912026
507,0.748809
508,0.543162
509,0.778457
510,0.816658
511,0.8626
513,0.835065
515,0.916346
521,0.506995
522,0.76167
523,0.888493
525,0.859328
529,0.864779
530,0.546611
531,0.686706
533,0.74179
534,0.722065
535,0.872685
537,0.571124
541,0.67671
542,0.699676
543,0.762427
544,0.823897
545,0.633605
549,0.830178
550,0.861685
551,0.867749
553,0.576674
556,0.903822
558,0.480589
560,0.819164
563,0.60224
564,0.939572
567,0.309711
572,0.73005
573,0.919108
577,0.861402
583,0.869756
584,0.778511
585,0.796965
586,0.787426
588,0.677421
590,0.641667
591,0.728824
593,0.942201
594,0.805028
597,0.823089
598,0.681099
599,0.893821
603,0.811122
604,0.604935
606,0.962391
607,0.415252
609,0.697675
614,0.837477
615,0.905097
616,0.740974
617,0.849494
618,0.866722
619,0.806613
620,0.951481
623,0.71087
625,0.874932
626,0.866966
627,0.89138
632,0.908411
633,0.559992
634,0.797221
635,0.763835
636,0.882091
637,0.912317
638,0.868179
639,0.909248
642,0.490469
643,0.906891
644,0.975277
645,0.267092
646,0.83094
650,0.912625
653,0.666212
654,0.642318
655,0.197963
656,0.874327
657,0.815376
658,0.719437
660,0.472769
661,0.758567
668,0.880158
669,0.754513
671,0.83264
672,0.789708
676,0.928743
678,0.859377
680,0.890103
682,0.968353
684,0.838981
685,0.833851
686,0.63349
687,0.587741
694,0.551116
696,0.704536
697,0.785121
699,0.721033
702,0.92871
707,0.805321
708,0.950975
712,0.961551
717,0.953052
718,0.952845
720,0.623063
721,0.85146
723,0.846575
724,0.761634
727,0.755402
728,0.321104
731,0.746249
733,0.849967
735,0.915869
737,0.780735
738,0.830861
740,0.661536
742,0.962489
743,0.610907
745,0.662176
746,0.858839
747,0.526137
748,0.9886
749,0.891122
750,0.97092
753,0.719279
755,0.788723
756,0.930106
758,0.501771
760,0.778225
762,0.882417
763,0.787638
765,0.90932
767,0.821643
768,0.946184
770,0.816858
772,0.721862
773,0.766593
774,0.695144
775,0.745764
777,0.424665
778,0.922528
780,0.778993
782,0.877513
783,0.942245
786,0.519926
787,0.864199
788,0.737113
789,0.727048
790,0.819195
793,0.750195
795,0.87208
807,0.725211
809,0.834855
810,0.651367
811,0.806274
813,0.190069
815,0.908536
816,0.801589
821,0.908632
823,0.98441
825,0.788271
826,0.819916
827,0.874373
832,0.877555
833,0.828308
834,0.790638
837,0.820567
838,0.970478
839,0.131829
843,0.469723
844,0.812993
845,0.655247
846,0.681313
848,0.704129
850,0.785855
851,0.882548
852,0.687467
855,0.755132
856,0.966685
861,0.685007
862,0.883246
863,0.922151
864,0.69183
865,0.86325
867,0.78791
868,0.903552
869,0.919755
873,0.776223
875,0.752759
877,0.87527
879,0.779097
880,0.981233
881,0.710147
882,0.767756
883,0.956742
887,0.555671
888,0.678873
890,0.964377
897,0.781834
900,0.830394
902,0.745373
904,0.82383
906,0.630396
910,0.88832
913,0.889784
914,0.802011
915,0.575106
918,0.766048
920,0.925496
923,0.848689
926,0.855514
927,0.785994
929,0.776692
930,0.719342
931,0.900398
932,0.91344
933,0.69045
934,0.733036
936,0.769011
939,0.501509
941,0.893071
943,0.661387
947,0.710185
948,0.807403
949,0.961622
950,0.587987
951,0.708373
952,0.54526
953,0.989252
956,0.794972
961,0.800348
962,0.642445
968,0.784961
971,0.958424
972,0.955858
977,0.957197
981,0.761864
985,0.546347
987,0.718602
989,0.984241
993,0.92853
994,0.441827
997,0.977655
998,0.556107
999,0.878337
1002,0.836742
1003,0.941465
1004,0.954755
1005,0.650084
1007,0.65879
1008,0.920046
1014,0.941934
1016,0.829759
1021,0.698074
1023,0.896166
1026,0.86113
1028,0.773328
1029,0.813372
1030,0.747129
1031,0.747465
1032,0.890958
1033,0.978166
1036,0.650906
1037,0.933789
1039,0.821124
1046,0.937911
1047,0.866848
1049,0.93882
1055,0.885727
1057,0.678441
1059,0.770397
1060,0.229029
1062,0.187904
1063,0.797923
1066,0.759784
1067,0.970287
1068,0.284804
1070,0.86323
1071,0.731189
1073,0.76123
1074,0.806794
1075,0.877161
1076,0.720314
1077,0.932501
1079,0.623762
1083,0.675613
1085,0.953861
1087,0.81207
1088,0.416787
1089,0.826363
1092,0.657687
1095,0.749482
1104,0.970034
1106,0.984942
1108,0.635231
1110,0.651671
1117,0.771791
1118,0.782141
1119,0.841839
1121,0.808801
1122,0.856974
1124,0.630408
1125,0.723763
1126,0.52121
1128,0.778568
1129,0.650107
1131,0.521439
1132,0.750092
1133,0.863851
1134,0.61153
1137,0.933496
1138,0.465186
1139,0.604979
1140,0.834812
1141,0.844942
1143,0.777293
1144,0.911041
1145,0.783933
1146,0.907152
1147,0.835535
1149,0.824323
1151,0.792503
1154,0.778855
1156,0.723467
1158,0.825485
1165,0.823504
1166,0.592908
1167,0.582214
1168,0.754403
1169,0.598345
1171,0.710568
1173,0.458001
1175,0.655176
1181,0.540535
1182,0.783689
1184,0.790373
1187,0.787643
1189,0.889684
1190,0.625572
1193,0.66511
1194,0.97182
1196,0.85757
1202,0.677505
1203,0.607503
1206,0.87028
1209,0.965658
1211,0.855593
1212,0.290227
1215,0.81794
1216,0.49961
1220,0.782486
1222,0.876711
1223,0.961822
1224,0.703017
1227,0.900232
1229,0.536079
1230,0.650999
1233,0.929303
1236,0.624522
1242,0.902696
1245,0.76024
1246,0.958698
1249,0.936455
1250,0.893714
1253,0.969815
1258,0.702007
1259,0.725947
1262,0.981531
1263,0.812287
1265,0.957589
1266,0.87687
1267,0.919409
1268,0.913418
1269,0.714079
1270,0.692794
1271,0.822268
1272,0.974193
1276,0.951196
1277,0.842154
1279,0.601413
1280,0.619114
1283,0.734681
1285,0.761317
1286,0.857731
1290,0.785226
1293,0.663383
1295,0.482957
1297,0.756442
1299,0.934656
1300,0.97196
1301,0.710402
1302,0.978111
1303,0.907022
1304,0.755817
1305,0.677879
1306,0.731897
1307,0.687659
1308,0.990044
1309,0.608929
1312,0.699173
1313,0.876524
1314,0.733827
1316,0.776552
1318,0.408585
1319,0.779948
1320,0.720659
1322,0.952211
1323,0.450916
1325,0.703826
1329,0.430096
1330,0.826342
1334,0.546632
1337,0.960676
1340,0.663824
1341,0.700571
1342,0.571989
1347,0.547359
1349,0.72752
1350,0.75055
1355,0.850085
1356,0.635833
1357,0.826042
1358,0.892663
1359,0.789654
1361,0.643097
1363,0.543386
1366,0.764052
1367,0.934459
1370,0.941183
1375,0.938555
1377,0.895644
1379,0.864942
1381,0.779791
1382,0.827347
1385,0.77406
1387,0.591861
1389,0.757234
1392,0.872789
1393,0.628893
1395,0.838672
1396,0.841057
1399,0.0827372
1400,0.0856064
1401,0.89178
1402,0.952262
1405,0.660773
1407,0.734695
1409,0.963549
1413,0.424202
1414,0.137722
1415,0.734696
1417,0.53456
1421,0.751872
1422,0.948423
1423,0.36408
1425,0.837541
1426,0.0837771
1428,0.718287
1429,0.981432
1430,0.690155
1431,0.640701
1433,0.944213
1435,0.925219
1436,0.771892
1438,0.912799
1439,0.893297
1442,0.969666
1448,0.754353
1449,0.569553
1451,0.644562
1453,0.893338
1455,0.820954
1456,0.542354
1458,0.822707
1459,0.902045
1463,0.878363
1466,0.700152
1468,0.949887
1471,0.710131
1472,0.906448
1473,0.656176
1474,0.969743
1476,0.621337
1477,0.734706
1478,0.657249
1479,0.694115
1481,0.417076
1482,0.969997
1487,0.667204
1490,0.840507
1493,0.506396
1494,0.859767
1495,0.970115
1496,0.933819
1497,0.684268
1498,0.780068
1499,0.776668
1500,0.783345
1505,0.822329
1507,0.760541
1508,0.738931
1510,0.874314
1511,0.72093
1513,0.496443
1514,0.759519
1518,0.877584
1519,0.308241
1520,0.770954
1522,0.908946
1523,0.60137
1524,0.671926
1527,0.918656
1528,0.772249
1529,0.691098
1530,0.794312
1532,0.800583
1534,0.592336
1536,0.96489
1537,0.711058
1540,0.637469
1543,0.445329
1546,0.900054
1549,0.668592
1553,0.486309
1558,0.745369
1560,0.837076
1561,0.797451
1562,0.831959
1565,0.423905
1573,0.437865
1576,0.750953
1577,0.946187
1579,0.445196
1580,0.901629
1581,0.767292
1582,0.434784
1584,0.822306
1586,0.898521
1588,0.706148
1589,0.766397
1595,0.758269
1598,0.376584
1599,0.990462
1600,0.651588
1605,0.71016
1609,0.645947
1610,0.643637
1615,0.813986
1617,0.913525
1619,0.7928
1621,0.830088
1622,0.789079
1628,0.775754
1629,0.900905
1630,0.812177
1631,0.830378
1633,0.845997
1636,0.707736
1637,0.696858
1638,0.862488
1643,0.817693
1644,0.760527
1645,0.88286
1646,0.597518
1647,0.826997
1648,0.837173
1650,0.604469
1651,0.895212
1652,0.911292
1654,0.851883
1655,0.984486
1657,0.952888
1658,0.979418
1663,0.527308
1665,0.97145
1666,0.72744
1669,0.900432
1675,0.820026
1678,0.86645
1679,0.754958
1680,0.534707
1681,0.712903
1684,0.955796
1687,0.503349
1688,0.82358
1692,0.876777
1694,0.821646
1695,0.793009
1696,0.819358
1697,0.307308
1698,0.683144
1699,0.954822
1700,0.54008
1701,0.872433
1704,0.670325
1705,0.57103
1706,0.737277
1708,0.964642
1709,0.692801
1712,0.685836
1713,0.664948
1715,0.601489
1718,0.917428
1720,0.610406
1721,0.848006
1724,0.91497
1725,0.710586
1726,0.193938
1728,0.752183
1729,0.892388
1738,0.575171
1739,0.870195
1741,0.872046
1743,0.917753
1745,0.440152
1750,0.695061
1751,0.793616
1753,0.863912
1755,0.582768
1757,0.708719
1758,0.718999
1759,0.781975
1762,0.743608
1763,0.678649
1767,0.988724
1769,0.568924
1770,0.969793
1778,0.875837
1781,0.883889
1784,0.880121
1786,0.773512
1787,0.812321
1788,0.887797
1789,0.882615
1790,0.594864
1794,0.0822264
1795,0.853718
1797,0.953922
1801,0.805973
1802,0.806741
1809,0.9705
1810,0.927293
1811,0.782623
1816,0.852243
1817,0.644058
1818,0.555194
1820,0.601408
1821,0.652965
1822,0.191744
1823,0.947169
1829,0.834373
1833,0.886514
1834,0.767257
1836,0.716785
1837,0.945273
1839,0.829706
1842,0.811833
1845,0.957709
1849,0.716953
1851,0.932698
1852,0.580171
1853,0.698517
1855,0.85452
1856,0.76933
1857,0.90423
1859,0.784152
1860,0.502116
1861,0.934245
1862,0.876306
1864,0.810391
1865,0.821184
1869,0.852244
1871,0.517402
1872,0.874957
1873,0.735158
1874,0.434401
1875,0.445451
1878,0.830599
1879,0.847562
1880,0.549322
1882,0.929662
1887,0.884548
1893,0.807969
1896,0.801214
1900,0.819584
1902,0.781444
1904,0.908597
1906,0.717734
1907,0.823206
1909,0.759829
1911,0.773288
1913,0.579816
1915,0.808181
1917,0.118378
1918,0.310833
1919,0.62597
1921,0.774563
1922,0.984375
1923,0.961596
1926,0.734631
1927,0.477672
1928,0.755044
1929,0.867092
1931,0.763131
1932,0.911563
1938,0.963229
1940,0.677828
1941,0.827888
1942,0.749596
1944,0.732487
1948,0.547819
1949,0.871618
1951,0.876315
1953,0.85064
1954,0.805537
1955,0.990479
1956,0.768407
1957,0.942391
1958,0.980484
1959,0.878553
1961,0.726792
1962,0.73315
1965,0.813279
1969,0.886119
1971,0.665464
1978,0.97606
1982,0.959087
1984,0.553612
1985,0.793372
1986,0.820214
1987,0.707035
1988,0.540977
1989,0.80085
1990,0.686047
1991,0.909645
1993,0.943048
1994,0.83532
1999,0.723536
2000,0.732688
2001,0.65085
2002,0.930478
2003,0.425516
2004,0.493709
2008,0.954922
2011,0.732258
2013,0.939695
2017,0.949669
2020,0.732155
2021,0.882421
2024,0.869192
2026,0.432857
2031,0.870413
2035,0.551662
2039,0.947075
2040,0.899814
2044,0.867564
2045,0.890104
2046,0.731773
2047,0.702321
2048,0.853177
2052,0.801144
2053,0.711865
2054,0.722543
2055,0.69504
2058,0.818775
2059,0.710551
2060,0.584175
2063,0.828294
2064,0.874519
2065,0.961967
2066,0.887145
2070,0.412243
2073,0.894943
2076,0.878444
2077,0.0786936
2078,0.830913
2082,0.944201
2084,0.815486
2086,0.733701
2088,0.929746
2090,0.857333
2091,0.787602
2095,0.791579
2097,0.858785
2101,0.83981
2102,0.421252
2105,0.76638
2106,0.664958
2107,0.942683
2110,0.678328
2113,0.984838
2114,0.794249
2115,0.725748
2118,0.738878
2119,0.750581
2120,0.756623
2122,0.640716
2128,0.821237
2129,0.815505
2132,0.821573
2136,0.85528
2139,0.923683
2140,0.615338
2141,0.361928
2142,0.87246
2143,0.76776
2146,0.59623
2147,0.797092
2148,0.631361
2151,0.631086
2153,0.81708
2154,0.945981
2156,0.419678
2161,0.966879
2162,0.743066
2163,0.933695
2164,0.803208
2165,0.95014
2168,0.981951
2169,0.507813
2175,0.906846
2176,0.876133
2177,0.824675
2178,0.479247
2182,0.863178
2184,0.514933
2191,0.854038
2193,0.892159
2194,0.812851
2196,0.81292
2198,0.806913
2199,0.740864
2200,0.732048
2202,0.889517
2209,0.922024
2213,0.14648
2217,0.933412
2218,0.543781
2224,0.623349
2225,0.0978294
2231,0.977114
2233,0.801041
2234,0.876831
2235,0.56808
2237,0.772154
2238,0.43794
2240,0.832099
2242,0.786121
2244,0.684868
2246,0.964661
2247,0.660066
2248,0.984962
2249,0.955702
2250,0.950505
2252,0.740992
2254,0.752849
2257,0.828645
2258,0.784908
2262,0.730712
2265,0.743465
2268,0.947843
2270,0.707046
2280,0.861309
2281,0.977126
2283,0.950749
2285,0.157291
2289,0.958072
2290,0.722071
2291,0.731585
2293,0.913239
2294,0.623388
2295,0.907668
2300,0.823481
2304,0.908628
2307,0.515526
2310,0.97763
2312,0.882372
2313,0.404024
2318,0.59709
2319,0.86543
2322,0.650165
2324,0.805806
2326,0.954468
2328,0.750573
2331,0.758597
2334,0.0976819
2335,0.839772
2336,0.795076
2339,0.917549
2340,0.883782
2341,0.971558
2344,0.954838
2349,0.941937
2352,0.927819
2353,0.863645
2357,0.4213
2362,0.783649
2364,0.787888
2365,0.590041
2366,0.666039
2367,0.668764
2368,0.859536
2370,0.976925
2373,0.830388
2375,0.684078
2376,0.983556
2377,0.937771
2382,0.975807
2384,0.796739
2385,0.768877
2388,0.767628
2389,0.70861
2390,0.86131
2391,0.656768
2393,0.891129
2396,0.792439
2397,0.778854
2398,0.964751
2399,0.664697
2400,0.833652
2401,0.441525
2402,0.910544
2404,0.535177
2406,0.944577
2408,0.58192
2409,0.896525
2410,0.738072
2411,0.832592
2413,0.829695
2415,0.882658
2417,0.837612
2422,0.927893
2423,0.522485
2424,0.868817
2426,0.965865
2429,0.779361
2430,0.555124
2432,0.496609
2433,0.836753
2436,0.988102
2437,0.90733
2438,0.834237
2439,0.862833
2440,0.600935
2444,0.623604
2445,0.51679
2446,0.5258
2454,0.879559
2455,0.689425
2456,0.96322
2458,0.429776
2459,0.408174
2460,0.569106
2461,0.814582
2462,0.798085
2464,0.783132
2465,0.820443
2467,0.978156
2468,0.921942
2474,0.600976
2480,0.565141
2481,0.654312
2484,0.69033
2485,0.804053
2486,0.795303
2487,0.756828
2491,0.918591
2493,0.797989
2496,0.951176
2497,0.900417
2501,0.735073
2504,0.745978
2505,0.731413
2506,0.840267
2508,0.769031
2509,0.680234
2513,0.611691
2516,0.784855
2520,0.628291
2521,0.630008
2523,0.899934
2524,0.773527
2526,0.981733
2528,0.890383
2529,0.932355
2530,0.874514
2531,0.961513
2532,0.926492
2536,0.791759
2537,0.698176
2540,0.95563
2541,0.665872
2542,0.738426
2543,0.378608
2546,0.550619
2547,0.65697
2550,0.738005
2551,0.853047
2555,0.806673
2556,0.909375
2558,0.794856
2559,0.974539
2560,0.935508
2562,0.98523
2563,0.0844128
2564,0.791139
2565,0.720673
2568,0.859277
2569,0.75855
2570,0.617725
2572,0.742235
2573,0.840762
2574,0.592349
2575,0.845545
2576,0.861258
2582,0.86012
2583,0.583351
2586,0.636714
2590,0.618777
2591,0.746672
2592,0.850482
2593,0.965729
2595,0.757841
2596,0.943118
2597,0.694639
2598,0.711642
2600,0.97862
2601,0.921363
2603,0.616287
2604,0.81869
2605,0.926755
2606,0.971026
2608,0.786332
2609,0.889577
2610,0.920049
2611,0.886396
2614,0.899131
2615,0.875285
2616,0.698216
2618,0.575653
2620,0.836572
2623,0.800824
2624,0.980704
2625,0.802547
2627,0.69123
2629,0.811912
2630,0.809604
2631,0.945263
2632,0.970809
2633,0.90484
2634,0.794135
2635,0.657857
2636,0.850071
2637,0.656251
2638,0.968775
2641,0.712541
2643,0.687392
2644,0.273579
2647,0.75047
2648,0.881378
2649,0.955853
2651,0.541743
2654,0.868506
2655,0.825578
2656,0.962235
2659,0.552546
2661,0.864326
2662,0.689438
2664,0.944351
2665,0.726024
2666,0.926296
2667,0.732809
2668,0.744161
2671,0.144765
2673,0.847005
2676,0.771275
2678,0.665453
2680,0.917977
2681,0.915958
2683,0.574046
2687,0.487299
2688,0.902961
2689,0.835727
2691,0.81253
2693,0.884793
2695,0.807694
2697,0.515654
2699,0.894208
2701,0.653995
2702,0.742443
2703,0.865288
2706,0.901388
2707,0.902905
2708,0.841069
2709,0.852819
2714,0.759772
2715,0.511422
2716,0.805549
2717,0.960149
2719,0.833189
2721,0.884262
2722,0.802707
2723,0.607067
2724,0.715293
2727,0.989404
2730,0.809282
2731,0.746934
2736,0.884997
2738,0.833294
2740,0.894799
2744,0.759004
2745,0.167598
2748,0.605781
2749,0.228012
2750,0.716531
2751,0.404592
2752,0.677732
2754,0.76786
2755,0.880079
2756,0.934012
2757,0.971227
2758,0.924344
2759,0.895445
2760,0.976581
2761,0.0866463
2762,0.805508
2763,0.782656
2764,0.798333
2765,0.898001
2768,0.654288
2769,0.190915
2770,0.32942
2776,0.922036
2778,0.986163
2788,0.617794
2789,0.790622
2791,0.808546
2792,0.502512
2793,0.906339
2797,0.681582
2799,0.901229
2800,0.961551
2801,0.690859
2805,0.884784
2806,0.56537
2807,0.0870468
2808,0.756196
2811,0.899353
2820,0.933984
2822,0.86848
2824,0.920706
2826,0.909384
2827,0.834905
2828,0.77063
2829,0.699735
2832,0.927635
2835,0.969372
2836,0.695188
2839,0.679524
2840,0.823114
2841,0.748732
2843,0.94422
2849,0.404087
2850,0.732704
2854,0.844461
2856,0.808675
2857,0.925964
2859,0.737759
2860,0.983056
2863,0.950378
2864,0.72799
2865,0.605223
2870,0.716243
2871,0.734668
2872,0.749079
2873,0.791447
2874,0.831668
2876,0.867896
2877,0.573991
2878,0.950253
2880,0.757236
2882,0.869777
2884,0.544731
2885,0.672539
2886,0.668395
2887,0.740998
2894,0.631632
2897,0.734216
2900,0.813438
2903,0.806134
2904,0.890882
2906,0.66471
2908,0.934489
2909,0.652772
2910,0.389786
2911,0.626226
2912,0.844894
2913,0.955605
2915,0.718592
2916,0.677391
2918,0.785384
2924,0.776693
2925,0.809596
2928,0.800771
2929,0.428702
2934,0.893983
2935,0.559755
2938,0.718784
2940,0.808739
2941,0.609216
2942,0.885314
2944,0.904202
2946,0.800769
2947,0.69943
2948,0.820132
2950,0.88526
2952,0.899782
2953,0.872444
2954,0.877361
2956,0.412716
2958,0.662047
2959,0.653762
2961,0.79508
2963,0.556949
2965,0.97483
2967,0.830004
2971,0.720515
2973,0.981388
2974,0.532174
2980,0.868755
2982,0.709688
2983,0.480051
2986,0.855441
2987,0.828759
2988,0.669482
2993,0.891213
2995,0.535779
2998,0.739609
3003,0.821634
3005,0.891439
3006,0.709937
3007,0.843614
3011,0.917791
3013,0.872955
3014,0.398586
3019,0.767456
3020,0.928798
3022,0.713936
3023,0.58153
3024,0.639637
3025,0.722981
3027,0.819589
3029,0.785596
3030,0.509297
3031,0.863009
3032,0.967057
3033,0.558474
3037,0.835567
3041,0.671462
3042,0.698659
3044,0.931099
3045,0.704204
3048,0.798885
3049,0.83212
3053,0.88161
3055,0.79081
3057,0.89755
3058,0.603644
3059,0.749912
3060,0.644054
3061,0.961765
3063,0.854964
3064,0.842988
3065,0.464015
3066,0.937615
3067,0.506713
3068,0.949958
3069,0.919382
3070,0.924977
3071,0.878911
3072,0.917754
3075,0.946909
3077,0.864344
3080,0.942583
3081,0.969986
3082,0.865724
3083,0.981546
3086,0.890104
3089,0.847975
3090,0.812717
3091,0.79914
3092,0.864435
3093,0.911891
3094,0.942422
3097,0.972959
3099,0.771335
3102,0.964447
3103,0.809872
3105,0.973801
3106,0.967571
3107,0.848817
3108,0.906819
3109,0.488623
3114,0.720653
3116,0.323798
3117,0.743481
3119,0.891841
3121,0.715207
3123,0.832461
3124,0.980497
3125,0.948671
3126,0.691349
3128,0.734454
3129,0.9346
3130,0.590878
3131,0.967378
3132,0.922107
3133,0.646663
3134,0.765017
3135,0.848569
3136,0.783532
3137,0.95704
3140,0.898062
3141,0.79605
3143,0.740726
3144,0.792053
3145,0.758277
3147,0.546054
3149,0.789938
3151,0.707409
3154,0.385798
3156,0.841744
3157,0.534759
3158,0.630683
3160,0.78742
3161,0.930121
3162,0.911661
3164,0.900526
3165,0.705951
3168,0.607008
3171,0.924345
3173,0.728001
3174,0.923455
3175,0.775778
3176,0.951103
3177,0.753205
3178,0.800472
3181,0.772979
3182,0.617113
3186,0.971641
3188,0.831927
3190,0.777114
3192,0.842871
3194,0.542191
3195,0.874445
3197,0.740873
3198,0.716539
3202,0.679046
3203,0.728314
3204,0.671439
3207,0.700869
3208,0.752441
3209,0.557548
3210,0.8597
3212,0.103335
3213,0.860604
3214,0.857569
3219,0.693018
3222,0.934139
3224,0.556742
3227,0.659277
3229,0.678563
3230,0.529774
3231,0.844888
3232,0.657325
3233,0.872412
3234,0.98319
3235,0.857816
3237,0.812413
3238,0.928202
3239,0.957234
3240,0.977381
3241,0.784882
3242,0.878592
3243,0.874679
3244,0.717382
3255,0.712968
3256,0.971353
3257,0.8101
3258,0.807949
3259,0.58891
3260,0.851004
3262,0.946938
3263,0.836548
3264,0.807947
3266,0.863845
3267,0.873001
3268,0.689501
3271,0.639296
3274,0.731471
3275,0.969776
3276,0.832635
3277,0.838334
3278,0.236414
3279,0.89407
3280,0.924851
3281,0.664466
3282,0.746663
3283,0.673206
3284,0.66984
3288,0.717551
3290,0.982456
3292,0.72455
3293,0.696532
3295,0.967641
3296,0.793733
3297,0.524303
3299,0.796698
3300,0.838056
3301,0.888654
3307,0.806797
3308,0.610576
3309,0.884064
3311,0.810966
3312,0.0867274
3313,0.759393
3321,0.644964
3322,0.73129
3323,0.516857
3325,0.821397
3326,0.984782
3327,0.968813
3328,0.864121
3330,0.88981
3332,0.54196
3333,0.962079
3337,0.479534
3343,0.862442
3344,0.704907
3345,0.228906
3346,0.649144
3350,0.746406
3352,0.92633
3354,0.933429
3355,0.56266
3360,0.87373
3361,0.700192
3364,0.913784
3365,0.789005
3367,0.614012
3370,0.754648
3371,0.243662
3372,0.974019
3374,0.93748
3378,0.583506
3379,0.969452
3380,0.859884
3382,0.769234
3383,0.570772
3384,0.625461
3385,0.72064
3387,0.970672
3388,0.962297
3389,0.742577
3390,0.671943
3392,0.923297
3393,0.920248
3394,0.932809
3395,0.937282
3398,0.601901
3399,0.0861302
3400,0.919205
3403,0.852176
3405,0.679848
3406,0.887722
3407,0.475501
3408,0.757503
3410,0.614363
3414,0.560477
3417,0.952166
3418,0.971771
3421,0.658183
3422,0.951756
3426,0.901046
3427,0.850742
3435,0.704055
3436,0.974428
3437,0.786181
3438,0.87002
3439,0.41081
3442,0.982821
3443,0.943953
3444,0.705955
3445,0.665018
3449,0.536185
3450,0.554994
3451,0.885136
3452,0.987815
3453,0.839053
3456,0.384579
3457,0.807036
3458,0.719222
3459,0.606346
3462,0.625357
3466,0.851034
3471,0.710362
3472,0.593246
3474,0.899642
3475,0.948895
3477,0.880419
3478,0.957168
3479,0.785798
3480,0.731341
3482,0.505869
3485,0.700715
3487,0.96067
3488,0.110533
3493,0.888142
3495,0.96954
3498,0.735825
3500,0.866972
3502,0.702132
3503,0.826606
3504,0.572718
3506,0.818291
3507,0.817452
3508,0.95354
3509,0.917908
3510,0.75332
3511,0.945723
3512,0.870882
3513,0.917916
3515,0.27552
3516,0.704795
3519,0.874261
3521,0.926226
3522,0.751722
3530,0.898495
3531,0.970406
3533,0.665114
3538,0.840832
3539,0.89754
3541,0.841658
3542,0.677874
3543,0.852139
3544,0.85738
3546,0.782549
3547,0.879477
3549,0.879554
3551,0.5805
3555,0.974531
3557,0.394786
3558,0.909294
3559,0.870748
3560,0.377624
3561,0.633215
3563,0.867371
3566,0.478667
